G1,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,shoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
11,1,1,15,0,1,0,3,3,2,2,2,0,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,0
8,1,1,17,1,0,0,2,1,1,1,3,1,3,1,0,0,0,0,1,1,0,0,1,5,5,5,5,5,3,8
16,1,0,16,1,0,0,4,4,4,4,0,1,2,3,0,0,0,0,1,1,1,1,1,4,2,2,1,1,4,6
11,1,0,15,1,0,0,1,2,1,0,0,1,2,1,0,0,0,0,0,1,1,0,0,5,1,2,1,1,1,3
15,1,0,16,1,0,0,2,3,1,0,0,1,3,2,0,0,1,0,0,1,1,1,0,4,5,4,1,2,1,2
10,1,1,16,1,0,0,1,2,1,1,0,0,2,2,0,0,0,0,0,1,1,0,0,4,3,3,1,1,5,0
9,1,0,16,1,0,0,2,2,1,1,0,1,3,2,0,0,1,0,0,1,1,1,0,4,4,5,1,1,4,4
10,1,0,16,0,0,0,1,2,1,0,0,1,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,0
9,1,0,16,0,0,0,1,2,1,0,0,1,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,3
9,1,0,15,0,0,0,2,1,2,1,1,1,1,2,0,1,1,0,0,0,1,1,0,4,4,2,3,3,2,0
13,1,0,16,0,0,0,1,1,2,1,0,0,1,2,0,0,1,0,0,0,1,0,1,5,4,3,2,1,2,0
10,1,1,17,1,1,0,1,2,2,0,2,1,1,1,0,0,1,0,1,1,1,1,0,5,5,5,5,5,3,4
13,1,0,16,1,0,0,1,1,1,1,1,0,4,4,0,0,1,0,0,0,1,1,0,4,3,2,1,1,1,0
10,1,0,16,1,0,0,1,1,2,1,3,0,4,3,0,1,1,0,0,1,1,0,0,4,4,3,1,1,5,2
11,1,0,15,1,0,0,1,1,2,1,1,0,2,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,2,1
13,1,0,16,1,0,0,1,1,2,1,3,1,2,1,0,0,0,0,1,1,1,1,1,4,2,2,4,3,2,0
13,1,0,15,1,0,0,1,1,2,2,0,0,3,2,0,0,1,0,0,1,1,0,0,4,2,1,1,2,2,0
14,1,0,15,1,1,0,2,2,1,1,3,0,1,3,0,1,1,0,0,1,1,0,0,4,4,3,2,2,5,2
11,1,1,16,1,0,0,1,1,2,1,3,0,2,1,0,0,0,0,1,1,1,0,0,3,4,4,3,4,5,6
9,1,0,18,0,0,0,1,2,1,1,0,0,1,2,1,0,1,0,1,1,1,1,1,3,4,4,2,3,5,9
10,1,1,15,0,0,0,3,1,1,0,1,1,2,1,0,0,1,0,0,1,1,0,0,3,2,3,1,3,4,0
14,1,0,16,1,0,0,2,2,1,0,0,0,3,2,0,0,1,0,1,1,1,1,0,5,3,4,1,1,2,1
13,1,1,15,0,0,0,2,2,3,1,2,1,3,1,0,0,0,0,0,1,1,0,0,4,3,3,1,2,4,1
13,1,1,16,0,0,0,4,4,1,4,0,0,1,2,0,0,1,0,1,1,1,0,1,4,3,1,1,1,3,0
13,1,0,15,1,0,0,3,3,0,1,2,1,1,2,0,0,1,0,0,1,1,1,1,4,5,4,1,1,1,4
12,1,0,16,1,0,0,2,2,2,1,0,1,2,2,1,0,1,0,1,0,1,0,0,4,4,4,2,3,5,2
14,1,0,16,1,1,0,2,2,1,1,1,0,3,1,0,0,1,0,1,1,1,0,1,4,3,2,1,1,4,0
10,1,1,16,0,1,0,2,1,2,0,0,1,2,1,0,0,1,0,1,1,1,1,0,2,4,3,2,3,4,4
10,1,1,15,1,1,0,1,3,2,1,2,0,3,1,0,0,1,0,1,1,1,1,0,4,2,4,3,5,3,2
12,1,0,15,0,0,0,2,2,1,0,0,1,2,3,0,0,1,0,1,1,1,0,0,5,3,2,1,1,4,0
10,1,0,16,1,1,0,2,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,5,4,3,1,1,5,2
12,1,1,15,0,0,0,3,3,0,0,0,0,2,1,0,0,1,0,1,0,1,1,0,4,3,3,2,4,3,11
7,1,0,16,1,0,0,1,1,2,1,0,0,2,2,3,1,1,0,0,1,1,0,0,3,4,3,1,1,1,0
9,1,0,17,0,0,0,2,2,1,2,0,1,1,1,0,0,1,0,1,1,0,0,0,4,5,3,1,1,5,4
9,1,0,19,0,0,0,2,3,2,0,0,2,1,1,1,0,0,0,0,1,0,1,1,4,4,4,1,1,2,0
9,1,0,17,1,0,0,2,1,2,1,0,1,3,1,0,0,1,0,1,1,0,0,1,5,5,3,1,1,3,2
9,1,0,15,1,1,0,1,1,2,1,0,1,2,1,0,0,1,0,0,1,0,0,1,5,2,1,1,3,4,0
9,1,0,16,1,0,0,2,2,1,1,0,0,3,2,0,0,1,0,0,1,0,1,0,3,4,5,1,2,1,1
7,1,0,16,0,1,1,2,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,4,3,4,1,2,1,6
11,1,0,17,1,0,0,2,2,2,1,0,1,2,2,0,0,1,0,0,1,1,1,0,4,3,5,1,2,4,0
9,1,0,16,0,0,0,2,2,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,4,4,3,1,4,3,1
7,1,0,18,1,1,1,3,2,1,1,0,2,2,3,2,0,1,0,0,0,0,0,1,3,3,2,1,1,2,6
7,1,0,19,0,0,0,1,1,2,0,0,1,1,3,1,0,0,0,1,1,0,0,1,5,3,1,1,1,3,6
8,1,1,18,1,0,0,1,1,1,1,1,1,2,1,1,0,0,0,1,1,0,1,0,4,4,3,3,4,4,0
9,1,0,18,1,0,0,1,1,2,2,0,1,2,1,1,0,0,0,0,0,0,1,1,3,2,3,1,1,2,4
7,1,0,19,0,0,0,1,1,1,1,0,2,2,2,1,0,1,0,0,1,1,1,1,1,1,4,4,1,1,12
8,1,0,16,1,0,1,2,2,3,1,0,1,1,2,0,0,0,0,0,0,1,0,1,3,3,2,1,1,3,2
9,1,0,17,0,0,0,0,1,1,2,0,0,2,1,0,0,0,0,1,0,1,0,0,2,4,4,3,5,5,5
8,1,0,16,1,1,0,1,2,2,1,0,1,1,2,0,0,0,0,1,1,0,1,0,4,4,5,1,3,3,0
14,1,0,16,0,0,0,3,3,1,1,2,1,1,1,0,0,0,0,1,1,0,1,1,4,5,4,1,1,4,0
14,1,0,16,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,4,4,4,2,2,4,2
10,1,1,17,0,0,0,3,3,0,2,0,1,2,4,1,0,1,1,1,1,1,0,0,5,4,5,3,4,5,0
14,1,0,16,0,0,0,2,1,1,0,0,1,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,0
17,1,0,16,0,0,0,2,2,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,4,2,5,1,2,5,0
6,1,1,17,0,0,0,1,2,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,5,3,5,5,5,1,12
14,1,1,16,0,1,0,4,3,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,4,2,5,1,5,5,8
10,1,1,17,1,1,0,2,2,0,0,3,1,3,4,1,0,1,0,0,1,1,0,0,1,3,5,3,5,3,2
14,1,0,16,0,0,0,1,1,1,1,0,2,1,4,0,1,1,0,1,1,1,1,0,2,2,1,1,1,5,0
12,1,0,19,0,1,0,2,2,1,1,1,1,1,3,0,0,0,0,0,1,1,1,1,5,4,5,1,1,1,0
11,1,0,17,1,0,0,1,1,2,1,2,1,2,1,0,0,1,0,1,0,1,1,1,4,4,5,1,2,5,0
11,1,0,20,0,0,0,3,3,2,0,3,1,2,2,1,0,0,0,1,1,1,1,1,3,3,4,2,4,3,8
11,1,0,17,0,1,0,1,1,1,0,0,0,1,3,0,0,1,0,0,1,1,0,1,4,3,3,1,1,3,0
10,1,1,17,1,0,0,2,2,1,1,0,1,3,1,1,0,1,0,0,0,1,1,0,4,4,5,1,2,5,0
16,1,0,16,1,1,0,1,1,2,1,0,0,3,2,0,0,1,0,0,1,1,0,0,5,3,2,1,1,1,0
15,1,0,17,1,0,0,2,2,1,1,2,1,2,2,0,0,1,0,1,1,1,0,0,5,3,2,1,1,1,0
11,1,0,17,0,0,1,1,0,1,1,3,1,2,2,0,0,0,0,0,1,1,1,1,4,4,5,1,1,4,1
7,1,0,18,1,0,0,1,1,2,1,3,1,1,2,1,0,1,0,0,1,1,1,1,4,3,2,1,1,5,9
8,1,0,16,0,0,0,3,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,3,1,3,1,3,1,0
7,1,0,16,0,0,0,3,2,0,2,0,1,1,1,0,0,0,0,0,1,1,1,0,3,1,3,1,4,3,2
9,1,0,18,0,1,0,1,1,1,2,2,1,2,2,0,1,0,0,0,1,1,0,0,2,3,5,1,4,3,8
14,1,0,16,1,0,0,4,4,3,4,2,0,1,2,0,0,0,0,1,0,1,1,1,4,3,3,2,3,2,0
14,1,0,16,1,1,0,1,2,1,1,2,1,2,1,0,0,0,0,1,1,1,1,0,5,4,5,1,4,2,0
8,1,0,18,0,0,1,2,4,1,0,2,0,1,2,1,0,1,0,0,1,1,1,0,2,3,2,1,3,1,8
8,1,1,16,1,0,0,2,1,1,0,2,1,2,2,0,0,0,0,1,1,1,1,0,5,2,1,1,1,2,0
6,1,0,16,0,1,0,1,1,2,1,3,1,3,2,0,0,1,0,0,1,1,1,0,4,3,2,1,3,5,6
8,1,0,16,1,0,0,2,3,2,0,3,1,2,2,0,0,1,0,1,1,1,1,0,3,3,3,1,1,2,0
8,1,0,16,0,0,0,4,4,3,3,0,1,1,2,0,0,1,0,0,1,1,1,1,4,3,4,1,2,3,4
5,1,1,18,0,1,0,4,4,2,3,1,1,1,4,0,0,1,0,1,1,0,1,1,5,5,5,5,5,5,2
7,1,0,16,1,1,0,3,4,2,1,3,1,3,2,0,0,1,0,0,0,1,0,0,4,2,1,1,1,2,2
15,1,1,17,0,1,0,4,4,1,0,1,1,1,3,0,0,1,0,0,1,1,1,0,4,4,3,1,2,5,0
13,1,0,17,1,0,0,4,1,1,1,3,1,1,1,0,0,0,0,0,1,1,1,1,4,2,3,1,2,5,1
10,1,1,16,0,1,0,2,2,0,0,3,1,4,3,0,0,0,0,0,1,1,0,0,5,1,3,2,2,3,0
9,1,0,17,1,0,0,2,2,2,1,3,1,1,1,0,0,1,1,0,1,1,1,0,5,1,3,1,2,5,5
11,1,0,16,0,1,0,4,4,0,0,3,0,2,1,0,0,1,0,0,1,1,0,0,5,1,3,1,2,5,1
7,1,1,17,0,0,0,3,3,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,4,1,4,5,5,3,8
10,1,1,17,0,0,0,1,1,2,0,3,1,3,2,0,0,0,0,0,1,1,1,1,5,1,3,3,3,1,0
9,1,1,16,0,0,0,2,1,3,0,3,1,2,2,0,0,0,0,0,0,1,1,1,4,2,2,1,4,5,2
14,1,0,16,0,1,0,2,1,1,0,3,1,1,2,0,0,0,0,0,1,1,1,1,3,2,2,1,1,3,0
11,1,1,16,0,1,0,4,4,4,3,3,0,1,1,0,0,1,0,0,1,1,1,0,4,1,2,2,5,5,0
9,1,1,15,1,0,0,1,2,1,0,0,1,3,2,0,0,1,0,1,1,1,0,0,5,5,5,1,3,5,11
13,1,1,15,0,1,1,2,2,1,1,2,1,3,4,0,0,1,0,1,1,1,0,0,5,4,5,2,3,5,8
12,1,1,15,0,1,1,2,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,4,3,3,1,2,5,11
11,1,0,16,1,1,0,2,2,1,1,0,1,1,3,0,0,1,0,0,0,1,0,1,4,3,3,2,2,5,2
9,1,0,16,0,1,0,4,1,1,1,1,1,2,2,0,0,1,0,1,1,1,1,0,1,2,4,2,2,1,8
9,1,0,17,0,0,0,3,2,2,1,1,1,2,1,0,0,0,0,0,1,1,0,1,4,3,3,2,2,1,5
11,1,0,17,1,0,0,2,2,1,1,3,1,2,2,0,1,0,1,0,1,1,0,0,5,1,3,1,1,5,0
10,1,0,16,0,0,0,4,4,4,0,0,1,2,3,0,0,1,0,0,1,1,1,1,5,3,5,1,4,5,1
9,1,1,17,1,0,0,4,4,3,1,0,0,3,1,3,0,0,0,1,1,1,1,1,3,3,3,1,3,5,2
12,1,1,17,1,1,0,1,3,1,1,0,0,2,1,0,0,0,0,1,1,1,0,1,5,1,2,3,3,5,2
8,1,1,17,0,0,0,3,4,0,1,3,1,1,2,1,0,1,0,1,0,1,1,1,5,4,4,3,4,5,8
13,1,0,17,0,0,0,4,4,3,3,0,0,1,2,0,0,1,0,0,1,1,1,0,5,2,5,1,1,5,0
10,1,1,16,1,1,0,4,1,1,2,3,0,1,1,0,0,0,0,0,1,1,1,0,4,1,2,2,1,2,0
11,1,0,17,0,0,1,1,1,2,2,3,1,1,2,0,0,0,0,1,1,1,1,1,4,5,5,1,2,3,2
17,1,0,17,1,0,0,4,2,1,1,0,1,2,2,0,1,1,0,0,0,1,1,0,4,3,3,2,3,5,0
12,1,1,16,0,1,1,2,2,1,0,0,0,2,2,0,0,1,0,0,0,1,1,1,4,1,2,2,2,5,0
13,1,1,17,0,0,0,3,2,1,1,3,0,2,2,0,0,1,1,0,1,1,1,0,4,1,2,2,2,1,0
9,1,1,19,0,0,0,1,1,1,1,3,1,1,2,2,0,1,0,1,1,0,1,0,4,4,3,3,4,4,2
11,1,1,17,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,4,1,2,1,1,5,4
10,1,0,17,1,0,0,1,1,2,2,0,0,2,1,0,0,1,0,1,1,0,1,1,3,5,5,2,2,4,3
13,1,0,16,1,0,0,1,2,1,1,1,0,1,3,0,1,1,0,0,0,1,1,1,4,3,4,1,1,3,5
9,1,1,16,1,1,0,1,2,1,2,0,1,1,1,0,0,0,0,0,1,1,0,0,4,4,4,2,4,5,4
7,1,0,17,1,0,0,3,1,1,1,0,1,2,2,3,0,1,0,1,0,1,1,1,5,4,4,1,1,5,2
8,1,1,17,1,0,0,2,2,1,1,0,1,2,1,0,0,0,0,1,1,0,0,1,5,5,5,3,5,5,0
12,1,1,18,1,0,0,1,0,2,2,0,2,3,1,1,1,1,0,0,1,1,0,0,4,3,2,1,1,4,0
10,1,1,17,1,0,0,1,1,1,0,0,1,2,1,0,0,1,0,1,0,1,1,1,4,5,5,1,3,2,0
10,1,1,18,0,1,0,1,1,2,2,0,1,2,2,0,0,1,0,1,1,1,0,0,4,3,3,1,4,5,6
11,1,0,16,1,1,0,2,2,1,0,0,0,1,2,0,0,0,0,1,1,1,0,1,5,4,3,1,1,1,0
7,1,1,17,0,0,0,2,2,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,2,1,2,3,5,0
11,1,1,16,1,0,0,3,2,0,1,0,0,2,1,0,0,0,0,0,1,1,1,0,4,5,5,2,3,5,2
10,1,1,16,1,1,0,1,1,2,1,0,1,2,1,0,0,0,0,1,1,1,1,0,4,5,5,2,4,5,0
9,1,1,18,1,0,0,1,1,0,1,0,2,2,1,1,0,1,0,0,1,0,1,1,5,3,3,2,3,5,2
4,1,1,18,1,0,0,3,2,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,2,3,1,2,2,5,0
6,1,1,19,0,0,0,3,2,2,0,0,1,2,1,3,0,0,0,1,1,1,0,0,3,2,1,1,1,3,4
4,1,1,18,0,0,0,3,3,2,2,0,1,1,2,2,0,1,0,1,1,0,1,0,4,4,5,1,3,3,9
7,1,1,16,1,0,0,2,2,0,0,0,1,2,1,0,0,1,0,1,1,1,1,1,5,4,3,2,4,4,6
8,1,1,19,0,0,0,2,1,2,1,0,2,2,1,3,0,0,0,1,0,0,1,1,4,4,3,1,3,5,4
5,1,0,16,0,0,1,3,2,0,2,0,1,2,2,2,0,1,0,1,1,1,0,1,2,5,5,1,1,1,8
7,1,0,17,0,0,0,1,1,1,2,0,1,1,1,0,0,1,0,1,1,1,0,0,4,3,2,1,2,5,9
8,1,1,20,1,0,0,1,1,1,1,0,2,2,1,1,0,1,0,0,1,0,1,1,4,4,3,2,4,4,12
10,1,0,18,1,0,1,4,3,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,5,4,4,3,4,2,8
9,1,1,18,1,0,0,3,2,1,1,0,1,2,1,0,0,1,0,0,0,1,1,0,2,5,5,5,5,5,8
10,1,1,19,1,0,0,1,1,1,0,1,2,3,2,1,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8
8,1,1,17,0,0,0,3,3,3,1,0,1,2,2,1,0,1,0,0,1,1,1,0,4,5,4,2,3,3,4
9,1,1,18,0,1,0,1,3,2,0,0,1,1,1,0,0,0,0,0,1,0,1,1,4,3,3,2,3,3,0
8,1,1,19,1,0,0,1,1,1,1,1,2,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4
6,1,0,18,0,0,1,1,2,2,1,0,1,2,2,2,0,1,0,0,1,1,0,0,4,3,3,1,1,5,2
6,1,0,19,0,1,1,1,1,2,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,4,4,1,1,5,0
8,1,0,18,1,0,0,2,2,1,1,3,1,2,1,1,0,0,0,0,1,0,1,1,5,5,5,1,1,3,0
10,1,0,17,1,0,0,0,0,2,1,0,1,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,5,0
8,1,0,17,1,1,1,3,1,1,2,0,2,2,3,0,0,1,1,0,1,0,0,0,4,2,3,2,2,3,5
8,1,0,17,0,0,0,4,2,4,0,1,1,1,2,0,1,1,0,1,1,1,1,0,5,5,5,1,3,5,0
7,1,0,18,1,1,0,2,2,0,0,0,1,1,2,1,0,1,0,1,1,1,1,0,2,3,3,1,2,4,3
8,1,0,17,0,0,0,4,1,3,2,0,1,1,1,0,0,1,0,0,1,1,0,1,3,2,2,1,1,5,0
7,1,0,17,0,1,0,1,2,2,1,0,0,1,1,0,0,0,0,0,1,1,1,0,5,5,1,1,1,3,0
7,1,0,18,0,0,0,1,1,1,1,0,1,3,2,2,0,0,0,1,1,1,0,1,3,4,4,2,2,5,3
12,1,0,18,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,1,1,2
11,1,0,17,0,0,0,3,3,0,0,0,1,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,4,0
12,1,0,18,0,1,1,1,2,2,1,2,1,2,2,0,0,0,0,0,1,1,1,0,4,4,3,1,2,4,0
18,1,0,18,0,0,0,4,4,4,4,2,1,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,2,1,0
17,1,1,18,0,1,0,4,4,0,1,2,1,1,1,0,0,1,0,1,1,1,1,0,5,4,5,1,1,5,3
17,1,0,17,0,0,0,4,2,1,1,0,1,2,2,0,0,1,0,0,1,1,1,0,4,3,3,1,2,4,0
9,1,0,18,1,0,0,2,2,2,1,0,1,3,2,1,0,0,0,1,1,1,0,1,4,3,3,1,1,4,0
10,1,1,18,0,1,0,1,2,2,0,1,1,2,1,0,0,1,0,0,0,1,0,0,4,1,4,5,5,1,8
12,1,1,18,1,0,0,4,4,2,0,3,1,3,1,0,0,1,1,1,1,1,1,1,2,5,5,1,1,1,5
12,1,1,17,1,0,0,1,1,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,4,2,3,3,4,4,4
8,1,0,18,0,0,0,2,2,1,1,0,1,2,2,0,0,1,0,0,0,1,1,1,1,3,1,1,1,2,4
11,1,0,18,0,1,0,2,2,0,0,0,0,2,3,0,0,0,0,0,1,1,1,1,5,4,5,1,4,3,0
5,1,0,18,1,1,1,4,2,4,1,2,1,1,2,0,0,0,0,1,1,1,1,1,5,3,1,1,1,5,0
9,1,0,18,0,0,0,1,1,2,0,0,1,3,2,1,0,0,0,0,1,0,0,0,4,4,2,1,2,2,2
5,1,0,19,0,0,0,1,1,2,0,3,0,2,1,1,0,0,0,0,1,0,0,0,5,5,5,2,3,2,0
18,1,0,17,0,0,0,4,2,4,1,0,0,2,4,0,0,0,0,0,1,1,1,1,4,2,3,3,1,5,0
11,1,0,17,1,1,1,2,1,0,1,2,1,2,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,2,5
8,1,0,18,0,1,1,1,1,2,0,0,1,1,2,0,0,0,0,0,1,1,0,1,5,2,3,1,2,3,2
11,1,0,18,0,0,0,1,2,2,2,0,0,2,2,0,0,1,0,0,1,0,0,0,4,1,1,1,1,4,0
8,1,0,19,1,0,1,1,1,2,2,0,2,2,2,3,0,1,0,1,1,0,0,1,3,5,4,1,4,1,0
14,1,0,18,1,0,0,2,2,0,1,1,1,2,3,0,0,0,0,0,1,1,1,1,4,2,1,1,1,4,5
10,1,1,17,1,0,0,4,3,0,1,1,1,2,2,1,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4
10,1,0,18,0,0,0,3,3,0,0,0,0,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0
12,1,0,17,1,0,0,4,4,4,0,3,0,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,2
15,1,0,17,0,1,1,3,2,0,1,2,1,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,0
14,1,1,18,0,1,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,2
19,1,0,18,0,1,0,1,1,2,0,0,0,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0
16,1,0,18,1,1,1,1,2,2,1,0,1,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0
13,1,0,18,0,0,0,3,3,0,0,3,1,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,6
15,1,0,17,0,1,0,4,4,2,2,0,1,1,2,0,0,1,0,1,1,1,1,1,2,3,4,1,1,1,4
13,1,0,17,1,0,0,1,2,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0
8,1,1,18,1,0,0,1,3,2,1,0,1,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,0
15,1,1,18,0,1,0,4,4,4,0,3,1,2,3,0,0,0,0,0,1,1,1,1,4,2,2,2,2,5,0
8,1,0,17,1,0,0,1,1,1,0,2,1,3,1,1,0,1,0,0,1,1,1,1,5,2,1,1,2,1,0
10,1,0,18,0,0,0,2,3,2,0,0,0,2,1,0,0,1,0,0,1,1,1,1,5,2,3,1,2,4,0
7,1,0,18,1,0,0,4,4,1,4,3,0,3,2,0,0,1,0,0,0,1,1,1,3,2,2,4,2,5,0
9,1,1,18,1,1,0,1,2,2,0,3,0,3,1,0,0,1,0,1,1,0,1,1,4,3,3,2,3,3,3
10,1,0,17,0,0,0,2,2,1,2,1,1,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8
7,1,0,17,1,0,0,1,2,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,4
15,1,0,18,1,1,0,4,4,1,1,2,1,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0
10,1,0,18,1,0,0,1,1,1,1,1,1,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,4
7,1,0,19,1,0,0,1,1,2,1,0,2,2,2,1,0,1,0,0,1,1,1,1,4,3,3,1,1,3,4
13,1,0,18,1,1,0,4,4,4,0,0,1,1,2,0,0,0,0,1,1,1,1,0,5,4,3,3,4,2,1
16,1,0,18,0,0,0,3,3,1,1,1,1,1,2,0,0,0,0,0,1,1,1,1,4,1,3,1,2,1,1
8,1,0,17,1,0,0,3,1,2,1,2,1,1,2,0,0,1,0,1,0,1,1,0,4,5,4,2,3,1,10
17,1,1,18,0,0,0,4,4,4,4,1,0,1,2,0,0,0,0,1,0,1,1,0,3,2,4,1,4,2,4
7,1,1,18,1,0,0,2,1,1,1,3,1,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,0
14,1,1,17,0,0,0,2,3,1,0,1,0,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,4
5,1,1,19,1,0,0,1,1,1,0,3,1,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0
7,1,1,18,1,0,0,4,2,1,1,1,0,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,0
14,1,0,18,1,0,0,2,2,2,1,3,1,2,3,0,0,0,0,0,1,1,0,0,5,3,3,1,3,4,0
6,1,0,17,0,0,0,4,3,4,1,3,1,2,2,0,0,0,0,0,1,1,1,0,5,5,4,1,1,1,0
7,1,0,18,1,0,0,4,4,4,2,2,1,3,1,0,0,1,0,1,1,1,1,1,4,4,3,2,2,5,4
10,1,0,19,1,0,0,2,3,0,1,0,1,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,4
15,1,0,18,0,1,0,3,1,4,0,0,1,1,2,0,0,1,0,0,1,1,1,0,4,3,4,1,1,1,4
11,1,0,18,0,0,0,1,1,1,1,0,1,2,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1,5,6
10,1,1,17,0,1,0,3,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,6
10,1,1,18,1,1,0,3,2,0,1,0,1,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,4
